Utente1,Utente2,ScoreML
0.1,0.2,0.536051715564396
0.1,13.3,0.207951070336391
0.1,14.1,0.271123491179201
0.1,14.2,0.295002426006793
0.1,14.3,0.276279069767442
0.1,15.1,0.255152109911678
0.1,15.2,0.252566735112936
0.1,15.3,0.236311239193084
0.1,16.1,0.218579234972678
0.1,16.3,0.290337078651685
0.1,17.1,0.19583967529173
0.1,17.2,0.220330969267139
0.1,17.3,0.200595829195631
0.1,19.1,0.259109311740891
0.1,19.2,0.247112004018081
0.1,19.3,0.249673771204872
0.1,20.1,0.225646123260437
0.1,20.2,0.246455834242094
0.1,20.3,0.245685279187817
0.1,21.1,0.187759336099585
0.1,21.2,0.166568222090963
0.1,21.3,0.197452229299363
0.1,22.2,0.214213197969543
0.1,24.1,0.216596343178622
0.1,24.2,0.232445520581114
0.1,24.3,0.221691352126135
0.1,4.1,0.196880043033889
0.1,4.2,0.175974710221286
0.1,8.1,0.29897463572585
0.2,13.3,0.211299435028249
0.2,14.1,0.26673479816045
0.2,14.2,0.269951794322442
0.2,14.3,0.281733746130031
0.2,15.1,0.217672413793103
0.2,15.2,0.248600223964166
0.2,15.3,0.231700895208004
0.2,16.1,0.249246231155779
0.2,16.3,0.270193670288144
0.2,17.1,0.201036269430052
0.2,17.2,0.21752903907075
0.2,17.3,0.18537130094919
0.2,19.1,0.279253815715093
0.2,19.2,0.272054638588503
0.2,19.3,0.255802469135802
0.2,20.1,0.227979274611399
0.2,20.2,0.235498839907193
0.2,20.3,0.233576642335766
0.2,21.1,0.220084185207456
0.2,21.2,0.144212523719165
0.2,21.3,0.18020022246941
0.2,22.2,0.221859706362153
0.2,24.1,0.261444557477111
0.2,24.2,0.298588490770901
0.2,24.3,0.227390180878553
0.2,4.1,0.289872650090964
0.2,4.2,0.231220657276995
0.2,8.1,0.307314074984634
13.3,14.1,0.197076340010828
13.3,14.2,0.207849640685462
13.3,14.3,0.189819724284199
13.3,15.1,0.215366705471478
13.3,15.2,0.189624329159213
13.3,15.3,0.189082723691615
13.3,16.1,0.202330508474576
13.3,16.3,0.176585365853659
13.3,17.1,0.174667437825333
13.3,17.2,0.159116022099448
13.3,17.3,0.162971839424805
13.3,19.1,0.223398001175779
13.3,19.2,0.23114956736712
13.3,19.3,0.213166144200627
13.3,20.1,0.223964165733483
13.3,20.2,0.231553689262148
13.3,20.3,0.261725535610886
13.3,21.1,0.175675675675676
13.3,21.2,0.200129115558425
13.3,21.3,0.183765501691094
13.3,22.2,0.254677127338564
13.3,24.1,0.173584905660377
13.3,24.2,0.198177676537585
13.3,24.3,0.162337662337662
13.3,4.1,0.175219023779725
13.3,4.2,0.1875
13.3,8.1,0.224215246636771
14.1,14.2,0.436328688130706
14.1,14.3,0.423617619493908
14.1,15.1,0.291094147582697
14.1,15.2,0.225870646766169
14.1,15.3,0.257309941520468
14.1,16.1,0.262081784386617
14.1,16.3,0.235243055555556
14.1,17.1,0.16
14.1,17.2,0.181208053691275
14.1,17.3,0.197680282400403
14.1,19.1,0.247590055809234
14.1,19.2,0.272960492560287
14.1,19.3,0.236734693877551
14.1,20.1,0.240702479338843
14.1,20.2,0.213391399020142
14.1,20.3,0.234177215189873
14.1,21.1,0.194206008583691
14.1,21.2,0.16310461192351
14.1,21.3,0.180235535074245
14.1,22.2,0.254395036194416
14.1,24.1,0.213270142180095
14.1,24.2,0.225949679329058
14.1,24.3,0.216421452301851
14.1,4.1,0.210350584307179
14.1,4.2,0.217582417582418
14.1,8.1,0.205765969474279
14.2,14.3,0.491897044804576
14.2,15.1,0.324661810613944
14.2,15.2,0.259259259259259
14.2,15.3,0.252725470763132
14.2,16.1,0.232134292565947
14.2,16.3,0.23046357615894
14.2,17.1,0.186974789915966
14.2,17.2,0.190614417029511
14.2,17.3,0.211180124223602
14.2,19.1,0.250666666666667
14.2,19.2,0.292063492063492
14.2,19.3,0.277804295942721
14.2,20.1,0.235546038543897
14.2,20.2,0.251959686450168
14.2,20.3,0.263881253435954
14.2,21.1,0.209950792782941
14.2,21.2,0.190695002871913
14.2,21.3,0.202188639916623
14.2,22.2,0.2802611752888
14.2,24.1,0.220913107511046
14.2,24.2,0.242211055276382
14.2,24.3,0.239800995024876
14.2,4.1,0.246621621621622
14.2,4.2,0.254107338444688
14.2,8.1,0.220571428571429
14.3,15.1,0.29
14.3,15.2,0.265777321703438
14.3,15.3,0.245410628019324
14.3,16.1,0.243230403800475
14.3,16.3,0.254655695106107
14.3,17.1,0.177215189873418
14.3,17.2,0.207253886010363
14.3,17.3,0.176470588235294
14.3,19.1,0.239422084623323
14.3,19.2,0.253968253968254
14.3,19.3,0.250567408079891
14.3,20.1,0.26109391124871
14.3,20.2,0.259923871669386
14.3,20.3,0.271739130434783
14.3,21.1,0.188976377952756
14.3,21.2,0.182819383259912
14.3,21.3,0.218550106609808
14.3,22.2,0.297584541062802
14.3,24.1,0.23164918970448
14.3,24.2,0.259815802229762
14.3,24.3,0.224538133585978
14.3,4.1,0.223306233062331
14.3,4.2,0.240730789897904
14.3,8.1,0.206297502714441
15.1,15.2,0.355297838692673
15.1,15.3,0.406428201140487
15.1,16.1,0.229954614220877
15.1,16.3,0.237161531279178
15.1,17.1,0.143238909673971
15.1,17.2,0.183047321892876
15.1,17.3,0.166756320602474
15.1,19.1,0.215435868961688
15.1,19.2,0.200908059023837
15.1,19.3,0.228684080827994
15.1,20.1,0.232635060639471
15.1,20.2,0.207687894434882
15.1,20.3,0.227089337175792
15.1,21.1,0.173210161662818
15.1,21.2,0.174247277386291
15.1,21.3,0.190903986524424
15.1,22.2,0.290571870170015
15.1,24.1,0.255250403877221
15.1,24.2,0.255741127348643
15.1,24.3,0.266334164588529
15.1,4.1,0.206896551724138
15.1,4.2,0.182025028441411
15.1,8.1,0.232335329341317
15.2,15.3,0.433385173665111
15.2,16.1,0.207688467299051
15.2,16.3,0.251655629139073
15.2,17.1,0.174777603349032
15.2,17.2,0.19375
15.2,17.3,0.185532854776367
15.2,19.1,0.195993502977802
15.2,19.2,0.197910940076965
15.2,19.3,0.175519630484988
15.2,20.1,0.245398773006135
15.2,20.2,0.244016345592528
15.2,20.3,0.234752589182969
15.2,21.1,0.18018018018018
15.2,21.2,0.165269461077844
15.2,21.3,0.151260504201681
15.2,22.2,0.278350515463918
15.2,24.1,0.221981591770439
15.2,24.2,0.240252897787144
15.2,24.3,0.225625319040327
15.2,4.1,0.198187311178248
15.2,4.2,0.197559558396281
15.2,8.1,0.215311004784689
15.3,16.1,0.216962524654832
15.3,16.3,0.253571428571429
15.3,17.1,0.161576354679803
15.3,17.2,0.180582524271845
15.3,17.3,0.20671834625323
15.3,19.1,0.199896960329727
15.3,19.2,0.191500256016385
15.3,19.3,0.188299817184644
15.3,20.1,0.225525371604305
15.3,20.2,0.206409560021727
15.3,20.3,0.209812108559499
15.3,21.1,0.191137213027229
15.3,21.2,0.141163184641446
15.3,21.3,0.168661588683351
15.3,22.2,0.266733769501761
15.3,24.1,0.235171696149844
15.3,24.2,0.236750866765726
15.3,24.3,0.22972972972973
15.3,4.1,0.17762399077278
15.3,4.2,0.1875
15.3,8.1,0.193585337915235
16.1,16.3,0.345094664371773
16.1,17.1,0.223715794527124
16.1,17.2,0.196690307328605
16.1,17.3,0.162962962962963
16.1,19.1,0.239006725297465
16.1,19.2,0.215767634854772
16.1,19.3,0.234758871701547
16.1,20.1,0.203015075376884
16.1,20.2,0.183932346723044
16.1,20.3,0.195959595959596
16.1,21.1,0.205047318611987
16.1,21.2,0.188533627342889
16.1,21.3,0.175474602360185
16.1,22.2,0.210475732820759
16.1,24.1,0.246804326450344
16.1,24.2,0.244411326378539
16.1,24.3,0.249067164179104
16.1,4.1,0.206208425720621
16.1,4.2,0.225668449197861
16.1,8.1,0.226351351351351
16.3,17.1,0.234445446348061
16.3,17.2,0.197821350762527
16.3,17.3,0.190836088804913
16.3,19.1,0.211625794732062
16.3,19.2,0.24033535165347
16.3,19.3,0.244622522142556
16.3,20.1,0.193245778611632
16.3,20.2,0.22077270446563
16.3,20.3,0.196005573618207
16.3,21.1,0.231009365244537
16.3,21.2,0.183767228177642
16.3,21.3,0.209270307480496
16.3,22.2,0.27002700270027
16.3,24.1,0.246420824295011
16.3,24.2,0.286621315192744
16.3,24.3,0.299654576856649
16.3,4.1,0.222222222222222
16.3,4.2,0.235009671179884
16.3,8.1,0.248490945674044
17.1,17.2,0.256615077383924
17.1,17.3,0.256623376623377
17.1,19.1,0.193152784874808
17.1,19.2,0.196319018404908
17.1,19.3,0.243158366980709
17.1,20.1,0.153457849570924
17.1,20.2,0.184168012924071
17.1,20.3,0.157383750638733
17.1,21.1,0.175026680896478
17.1,21.2,0.209567198177677
17.1,21.3,0.2026286966046
17.1,22.2,0.201533406352683
17.1,24.1,0.239333006375674
17.1,24.2,0.210309278350515
17.1,24.3,0.245754245754246
17.1,4.1,0.216949152542373
17.1,4.2,0.225305216426193
17.1,8.1,0.247887323943662
17.2,17.3,0.254931714719272
17.2,19.1,0.24317362184441
17.2,19.2,0.218469656992084
17.2,19.3,0.20327868852459
17.2,20.1,0.1748046875
17.2,20.2,0.181048173636845
17.2,20.3,0.208802456499488
17.2,21.1,0.207368421052632
17.2,21.2,0.187570621468927
17.2,21.3,0.169849246231156
17.2,22.2,0.215842636895268
17.2,24.1,0.209302325581395
17.2,24.2,0.227974116475859
17.2,24.3,0.22781205505458
17.2,4.1,0.204661739624787
17.2,4.2,0.244897959183673
17.2,8.1,0.174520069808028
17.3,19.1,0.152663371773751
17.3,19.2,0.166577682861719
17.3,19.3,0.186002818224519
17.3,20.1,0.182015167930661
17.3,20.2,0.175990675990676
17.3,20.3,0.186710598572213
17.3,21.1,0.175280898876404
17.3,21.2,0.176836861768369
17.3,21.3,0.170807453416149
17.3,22.2,0.171494785631518
17.3,24.1,0.212873796249366
17.3,24.2,0.190631808278867
17.3,24.3,0.215575038679732
17.3,4.1,0.209648600357356
17.3,4.2,0.194219653179191
17.3,8.1,0.178528347406514
19.1,19.2,0.474630021141649
19.1,19.3,0.34102684879887
19.1,20.1,0.265111346765642
19.1,20.2,0.29718875502008
19.1,20.3,0.278453038674033
19.1,21.1,0.228571428571429
19.1,21.2,0.16412213740458
19.1,21.3,0.186766275346852
19.1,22.2,0.232244686365993
19.1,24.1,0.237733940313606
19.1,24.2,0.22303664921466
19.1,24.3,0.208398133748056
19.1,4.1,0.295985620131815
19.1,4.2,0.263397947548461
19.1,8.1,0.252644679527069
19.2,19.3,0.450925925925926
19.2,20.1,0.254891591750397
19.2,20.2,0.310246136233543
19.2,20.3,0.251891891891892
19.2,21.1,0.200111794298491
19.2,21.2,0.188106796116505
19.2,21.3,0.177121771217712
19.2,22.2,0.257491675915649
19.2,24.1,0.225790265930758
19.2,24.2,0.212493326214629
19.2,24.3,0.194798572157063
19.2,4.1,0.296208530805687
19.2,4.2,0.256090651558074
19.2,8.1,0.263092269326683
19.3,20.1,0.221800947867299
19.3,20.2,0.247637991049229
19.3,20.3,0.184037558685446
19.3,21.1,0.212682926829268
19.3,21.2,0.178896625602571
19.3,21.3,0.194174757281553
19.3,22.2,0.237416904083571
19.3,24.1,0.231493943472409
19.3,24.2,0.204846822130773
19.3,24.3,0.206927985414768
19.3,4.1,0.261758691206544
19.3,4.2,0.241106719367589
19.3,8.1,0.217281455280445
20.1,20.2,0.527508090614887
20.1,20.3,0.514780835881753
20.1,21.1,0.176759410801964
20.1,21.2,0.159811985898942
20.1,21.3,0.192481203007519
20.1,22.2,0.219938335046249
20.1,24.1,0.219647355163728
20.1,24.2,0.233128834355828
20.1,24.3,0.195939086294416
20.1,4.1,0.204918032786885
20.1,4.2,0.174712643678161
20.1,8.1,0.193586005830904
20.2,20.3,0.480801335559265
20.2,21.1,0.195918367346939
20.2,21.2,0.13968253968254
20.2,21.3,0.17724413950829
20.2,22.2,0.205866076369673
20.2,24.1,0.213489113117366
20.2,24.2,0.249048395867319
20.2,24.3,0.193926478423015
20.2,4.1,0.251269035532995
20.2,4.2,0.20273631840796
20.2,8.1,0.172236503856041
20.3,21.1,0.18739542665923
20.3,21.2,0.157396449704142
20.3,21.3,0.175438596491228
20.3,22.2,0.196222455403987
20.3,24.1,0.212266666666667
20.3,24.2,0.204756980351603
20.3,24.3,0.207925887802367
20.3,4.1,0.218618618618619
20.3,4.2,0.202576112412178
20.3,8.1,0.166666666666667
21.1,21.2,0.277153558052434
21.1,21.3,0.372972972972973
21.1,22.2,0.224118316268487
21.1,24.1,0.211764705882353
21.1,24.2,0.215484569572279
21.1,24.3,0.188470066518847
21.1,4.1,0.205900816070308
21.1,4.2,0.213054187192118
21.1,8.1,0.162028447742733
21.2,21.3,0.339667458432304
21.2,22.2,0.207885304659498
21.2,24.1,0.185860889395667
21.2,24.2,0.191580231848688
21.2,24.3,0.177071509648127
21.2,4.1,0.192468619246862
21.2,4.2,0.201448321263989
21.2,8.1,0.167123287671233
21.3,22.2,0.216049382716049
21.3,24.1,0.214730290456432
21.3,24.2,0.186896901980701
21.3,24.3,0.156668319286068
21.3,4.1,0.193735498839907
21.3,4.2,0.190152801358234
21.3,8.1,0.187606594656055
22.2,24.1,0.227228207639569
22.2,24.2,0.201409869083585
22.2,24.3,0.213658536585366
22.2,4.1,0.274602239245728
22.2,4.2,0.282473057288712
22.2,8.1,0.192195690157251
24.1,24.2,0.349533627884143
24.1,24.3,0.316539923954373
24.1,4.1,0.197229916897507
24.1,4.2,0.253490870032223
24.1,8.1,0.23828345567476
24.2,24.3,0.303387334315169
24.2,4.1,0.22794959908362
24.2,4.2,0.260527793374509
24.2,8.1,0.223373632700058
24.3,4.1,0.199888950583009
24.3,4.2,0.227467811158798
24.3,8.1,0.220713073005093
4.1,4.2,0.343342036553525
4.1,8.1,0.203592814371257
4.2,8.1,0.194516971279373
